Key,fr-fr,sv,de,es-es,es-es-female,ru,ru-female,uk,uk-female,zh-hans,ja,pt-br,pt-br-female
skill_songwriter_setup_desc,Transforme l'alerte de la threat ciblée en note de musique.,Byt threat varningen i sikte till en note,Hedef threat uyarısını bir note dönüştürün,Cambia la advertencia de la threat objetivo por una note,,threat меняет свой замысел на: note,,Цільова threat змінить свій намір на: note,,将瞄准的threat预警转换为note。,ターゲットのthreatの警告をnoteに変えます,Altera o alerta da threat alvo para uma note,
skill_power_chord_title,Accord Puissant,Rockackord,Güç kablosu,Acorde de poder,,Мощный аккорд,,Потужний акорд,,强音和弦,パワーコード,Acorde Poderoso,
skill_power_chord_desc,Élimine toutes les threat signalées par une note de musique.,Ta bort alla threat med en note varning,Uyarı simgesiyle işaretlenmiş tüm threat kaldırın.,Elimina toda threat con la advertencia de note,,Устраняется каждая threat с замыслом: note,,Усувається кожна threat з таким наміром: note,,消除所有带note预警的threat。,noteの警告が付いたthreatをすべて除去する,Remove toda a threat com o alerta de note,
skill_gambler_1_title,Problem Solving,Problemlösning,Sorun Çözme,Resolutivo,,Решение проблем,,Розв'язування проблем,,解决问题,問題解決,Solucionando Problemas,
skill_bribe_title,Pot-de-vin,Muta,Rüşvet,Soborno,,Взятка,,Хабар,,行贿受贿,賄賂,Propina,
skill_bribe_desc,Transforme toutes les threat attaquantes en money.\n,Byt alla attackerande threat till money,tüm saldırı threat paraya dönüştürün.,Cambia toda threat de ataque por money,,Каждая атакующая threat меняет свой тип на money,,Кожна threat з атакувальним наміром змінює свій тип на money,,将所有进攻threat转换为money型。,攻撃してくるthreatをすべてmoneyに変えます,Altera todas as unidades de threat atacantes para money,
skill_big_gamble_title,Pari Risqué,Stort vågspel,Büyük kumar,Gran apuesta,,Большая игра,,Велика ставка,,豪赌,大きな賭け,Grande aposta,
skill_big_gamble_desc,"Élimine une threat aléatoire, si c'est une threat d'argent, répétez.","Ta bort ett random threat, om det är ett penga-threat, upprepa","Rastgele bir threat yok edin, eğer nakit threat ise, bunu tekrarlayın.","Destruye una threat aleatoria, si es una threat de dinero, repite esto",,Устраняется одна случайная threat. Если денежная - повторяется,,Усувається одна випадкова threat. Якщо вона грошова - уміння застосовується знову,,随机消除1个threat。若该threat是现金型，则技能再次生效。,ランダムなthreatを1つ除去し、それが所持金のthreatであれば同じ効果を繰り返します,"Destrói uma threat aleatória, caso seja uma threat de dinheiro, repita isso",
skill_idiotic_1_title,Hein?,Va?,Ne?,¿Qué?,,Чего?,,Що?,,什么？,何？,Como é?,
skill_idiotic_1_desc,"Si cette compétence élimine 0 threat, devenez joyeux(se).","Om färdigheten tar bort 0 threat, bli glad","Bu yetenek 0 threat ortadan kaldırırsa, mutlu ol.","Si esta habilidad no elimina ninguna threat, ganas felicidad",,"Если ни одна threat не устранена, вы станете счастливы",,Якщо жодна threat не постраждає від цього вміння - станете щасливими,,若该技能未消除任何threat，则进入快乐状态。,このスキルがthreatを除去しなかった場合、幸せになります,"Se esta habilidade remover 0 threat, ganhe felicidade",
skill_idiot_think_title,Hmm...,Hmm...,Hmm...,Hmm...,,Хмм...,,Гм-м...,,唔......,うーん...,Hmm...,
skill_idiot_think_desc,"Pensez à une ressource aléatoire, puis détruisez une threat du même type.",Tänk på en random resurs och förstör ett threat av den sorten,"Rastgele bir kaynak düşünün, ardından o türden bir threat yok edin","Piensa en un recurso aleatorio, luego destruye una threat de cada clase",,Думает о случайном ресурсе и устраняется соответствующая threat,,Марить про один випадковий ресурс. Що привиділося - така threat і зникає,,随机想到1种资源，并消除该类型的threat。,ランダムなリソースを1つ思い浮かべ、その種類のthreatを1つ破壊します,"Pense sobre um recurso aleatório, então destrua uma threat aleatória daquele tipo",
skill_convict_1_title,Paye!,Hosta upp,Ödeme,Paga,,Плати,,Плати,,全部付清,金で解決,Pode ir pagando,
skill_convict_2_title,Allez allez allez!,Kör kör kör!,Hadi hadi hadi!,"¡Vamos, vamos, vamos!",,"Пошёл, пошёл!",,Уперед!,,冲冲冲！,ゴー、ゴー、ゴー！,Vamos embora!,
skill_convict_2_desc,"Élimine 2 threat. Si cette compétence résout l'imprévu, la vitesse de la voiture augmente!","Ta bort 2 threat. Om skillen gör klart eventet, öka hastigheten!","2 threat yok et. Bu yetenek etkinliği tamamlarsa, aracın hızını artır!","Destruye 2 threats. ¡Si esta habilidad pone fin al evento, aumenta la velocidad del coche!",,"Устраняется threat (2 шт.). Если навык завершает событие, машина ускоряется!",,Усуває threat (2). Якщо це вміння закриває подію - збільшується швидкість автівки!,,消除2个threat。使用该技能通关事件时，汽车加速！,threatを2つ破壊します。このスキルでイベントをクリアした場合、車が加速します！,"Destrói 2 unidades de threat. Se esta habilidade concluir o evento, aumenta a velocidade do carro!",
skill_sleeper_armor_title,Se la couler douce,Slappa,Rahatla,Holgazanear,,Сачковать,,Ледарство,,摸鱼偷懒,怠け者,Relaxe,
skill_sleeper_armor_desc,Gagnez §amnt armor. Vous vous endormez.,Få §amnt armor. somna,§amnt armor kazan. Uykuya dal,Gana §amnt de armor. Te quedas dormido.,Gana §amnt de armor. Te quedas dormida.,"Добавляется armor +§amnt, одолевает сон",,Отримайте armor: §amnt. І засинайте,,获得§amnt点armor。倒头睡去。,armorを§amnt獲得します。睡眠状態になります,Ganhe §amnt de armor. Caia no sono,
skill_tired_eyes_title,Yeux Fatigués,Trötta ögon,Yorgun Gözler,Ojos cansados,,Уставшие глаза,,Утомлені очі,,眼神疲惫,疲れ目,Olhos Cansados,
skill_tired_eyes_desc,"Si utilisé sur une route de campagne, gagnez 1 armor.","Används den på en landsväg, få 1 armor ",Kırsal yolda kullanılırsa 1 armor kazanır,"Si se usa en un camino rural, gana 1 de armor",,Если использовать на загородной дороге: +1 armor,,У разі застосування на заміській дорозі: +1 armor,,在乡间小径上使用时，获得1点armor。,田舎道で使用した場合、armorを1獲得します,"Se for utilizado em uma estrada rural, ganhe 1 armor",
skill_snore_title,Ronfler,Snark,Horlama,Roncar,,Храп,,Хропіння,,鼾声如雷,いびき,Ronco,
skill_snore_desc,Élimine une threat aléatoire pour chaque armor. Utilisable uniquement pendant que vous dormez.,Ta bort ett random threat för varje hot. Kan bara användas under sömn,Her armor için rastgele bir threat yok et. Sadece uyurken kullanılabilir.,Destruye una threat aleatoria por cada armor. Solo utilizable cuando duermes.,,Устраняется одна случайная threat за ед. armor. Можно использовать только во сне,,Усувається одна випадкова threat за кожен armor. Працює лише уві сні,,有多少armor，随机消除多少threat。仅睡眠中可用。,armor1つにつき、ランダムなthreatを1つ破壊します。睡眠状態のときのみ使用可能です,Destrói uma threat aleatória para cada armor. Só é utilizável ao estar dormindo,
skill_hiker_resource_title,De l'Air Frais!,Frisk luft!,Temiz hava!,Aire fresco,,Свежий воздух!,,Свіже повітря!,,新鲜空气！,新鮮な空気！,Ar fresquinho!,
skill_hiker_resource_desc,"Gagnez 1 pour chaque ressource et 1 armor. Si vous n'êtes pas en zone urbaine, changez le montant à 2. ",Få 1 av varje resurs och 1 armor. Om du inte är i ett stadsområde blir mängden 2,"Her kaynaktan 1 tane ve 1 armor kazanın. Kentsel bir alanda değilsen, miktarı 2 olur.","Consigue +1 de cada recurso y 1 de armadura. Si no estás en área urbana, cambia la cantidad a 2",,"Добавляется 1 armor и по 1 каждого ресурса. Увеличивается до 2, если вы не в городской зоне",,Отримаєте по 1 всіх ресурсів і 1 armor. Якщо авто не в міській зоні - тоді всього по 2,,获得每种资源各1点，再获得1点armor。如果不在城区，则数量增加到2。,各リソースを1つとarmorを1つ獲得します。都市部にいない場合、獲得量が2つになります,"Ganhe 1 de cada recurso e 1 armor. Se não estiver em uma área urbana, altere a quantia para 2",
skill_take_in_nature_title,Profiter de la Nature,Ta in naturen,Doğanın Tadını Çıkar,Disfruta de la naturaleza,,Наслаждение природой,,Єднання з природою,,亲近自然,自然観光,Apreciando a Natureza,
skill_take_in_nature_desc,Ignore les Boucliers.,Ignorerar shields,Shields Göz Ardı Edin,Ignora los shields,,Игнорирует Shields,,Ігнорує Shields,,无视Shields。,Shieldsを無視します,Ignora os Shields,
skill_bride_happy_title,À l'Aventure!,Äventyr!,Macera!,¡Aventura!,,Приключение!,,Пригода!,,探险！,冒険！,Aventura!,
skill_bride_happy_desc,"Si vous obtenez un parfait avec, devenez joyeux(se).","Om du får perfekt med denna, bli glad","Bu yeteneği mükemmel şekilde kullanırsanız, mutlu olursunuz.","Si consigues un perfecto con esta habilidad, te pones feliz",,"Совершив идеальное попадание этим навыком, вы станете счастливее",,Бездоганне влучання цим умінням робить вас щасливіше,,用该技能打出完美命中时，进入快乐状态。,このスキルでパーフェクトを出すと、幸せになります,"Se você obtiver um perfeito com isso, fique feliz",
skill_bride_basic_title,Vieilles Routines,Gamla vanor,Eski rutinler,Rutinas de siempre,,Старые привычки,,Старі звички,,旧日习惯,昔の習慣,Velhas rotinas,
